noun,relative,dist
全書,0.0,0.0
カトリック,0.0,0.0
無料,0.0,0.06666666666666667
総て,0.0,0.0
正教会,0.0,0.0
主筆,0.0,0.0
開業医,0.0,0.0
研修,0.0,0.0
大谷,0.0,0.0
遊女,0.0,0.0
マイル,0.0,0.0
情報,0.0,0.3333333333333333
具体的,0.0,0.2
ショック,0.0,0.1111111111111111
協約,0.0,0.0
蒸気船,0.0,0.0
文言,0.0,0.0
滝野,0.0,0.0
親書,0.0,0.0
各々,0.0,0.0
対日,0.0,0.125
坂道,0.0,0.0
身元,0.0,0.0
救済,0.0,0.25263157894736843
街路,0.0,0.5
ありさま,0.0,0.125
日本国内,0.0,0.0
患者,0.0,0.0
