noun,relative,dist
町会,0.0,0.1111111111111111
税金,0.0,0.5
書類,0.0,1.0027777777777778
法令,0.0,0.0
手続,0.0,0.3333333333333333
人件費,0.0,0.0
金高,0.0,0.0
審議,0.0,0.1111111111111111
折衝,0.0,0.0
同行,0.0,0.25
騒ぎ,0.0,0.0
少年,0.0,0.0
行き,0.0,0.2554054054054054
調停,0.0,0.05263157894736842
両国,0.0,0.0
日露,0.0,0.0
犠牲,0.0,0.0
連行,0.0,0.0
途中,0.0,0.8333333333333333
彦助,0.0,0.0
ディアナ,0.0,0.0
釈放,0.0,0.0
長官,0.0,0.801923076923077
兵器,0.0,0.0
予備,0.0,0.0
矢不来,0.0,0.1
窮民,0.0,0.5
措置,0.0,0.2222222222222222
町家,0.0,0.3055555555555556
実行,0.0,0.6777777777777778
消火,0.0,0.0
近隣,0.0,0.17045454545454547
斡旋,0.0,0.07692307692307693
捕虜,0.0,0.0
両国間,0.0,0.0
風景,0.0,0.0
子供,0.0,0.01639344262295082
帰還,0.0,0.0
余裕,0.0,0.0
立場,0.0,0.0
民政,0.0,0.0
有川,0.0,0.375
解決,0.0,0.0
意思,0.0,0.5
日本語,0.0,0.0
要旨,0.0,0.8125
善吉,0.0,0.2
清六,0.0,0.0
喜兵衛,0.0,0.09090909090909091
存続,0.0,0.0
御役所,0.0,0.0
選定,0.0,0.7714285714285714
両港,0.0,0.0
惣代,0.0,0.5909090909090908
請願,0.0,1.2435897435897436
滞納,0.0,0.0
収支,0.0,0.0
高値,0.0,0.1111111111111111
概算,0.0,0.16666666666666666
如く,0.0,0.25
要項,0.0,0.0
松本,0.0,0.0
回送,0.0,0.0
重役,0.0,0.0
部屋,0.0,0.125
大工町,0.0,0.047619047619047616
一度,0.0,0.2
光景,0.0,0.011904761904761904
リコルド,0.0,0.0
士官,0.0,0.0
往復,0.0,0.380613113823446
食料,0.0,0.3333333333333333
手紙,0.0,0.0
仲町,0.0,0.0
ボート,0.0,0.16666666666666666
会談,0.0,0.0
ゴロウニン,0.0,0.0
歩道橋,0.0,0.0
北門,0.0,0.4575757575757575
商工業,0.0,0.08465608465608465
対立,0.0,0.14285714285714285
従前,0.0,0.6666666666666666
あて,0.0,0.625
取り決め,0.0,0.0
水兵,0.0,0.0
婦人,0.0,0.0
豊作,0.0,0.0
官金,0.0,0.0
年限,0.0,0.0
年賦,0.0,0.058823529411764705
資力,0.0,0.0
村民,0.0,0.1
中島,0.0,0.00398406374501992
連年,0.0,0.2
活気,0.0,0.0
各戸,0.0,0.0
沽券,0.0,0.5
狭隘,0.0,0.43803418803418803
損失,0.0,0.225
忠次郎,0.0,0.0
藤山,0.0,0.0
豊凶,0.0,0.0
澱粉,0.0,0.0
醸造,0.0,0.0
斎藤,0.0,0.0
年報,0.0,0.3733333333333333
勧業,0.0,0.875
器械,0.0,0.0
休業,0.0,0.0
製紙,0.0,0.0
操業,0.0,0.0
職工,0.0,0.1388888888888889
山道,0.0,0.0
留守,0.0,0.0
反射炉,0.0,0.0
溶鉱炉,0.0,0.0
市右衛門,0.0,0.0
鉱業,0.0,0.041666666666666664
年中,0.0,0.5588235294117647
